"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test deleting a non-existent question returns None.","2","Test deleting a non-existent question","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting all questions.","25","Test getting a list of all questions","tests.integration","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting questions by category.","8","Test filtering questions by category","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting a non-existent category by name returns None.","1","Test getting a non-existent category by name","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting a non-existent category returns None.","1","Test getting a non-existent category by ID","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting question by ID.","5","Test getting a single question by its ID","tests.integration","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a category by ID.","3","Test getting an existing category by ID","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting all categories.","5","Test getting a list of all categories","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"A test that verifies the impossibility of creating a duplicate category.","17","Test failure when creating a duplicate category","tests.integration","Sun Sep 14 11:02:11 GMT 2025","passed","Sun Sep 14 11:02:11 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test partial update of category.","2","Test partial update of a category","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a non-existent question returns None.","2","Test updating a non-existent question","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"The test of getting a category by ID.","5","Test getting a category by its ID","tests.integration","Sun Sep 14 11:02:11 GMT 2025","passed","Sun Sep 14 11:02:11 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"An update test for a non-existent category should return a 404.","7","Test updating a non-existent category","tests.integration","Sun Sep 14 11:02:11 GMT 2025","passed","Sun Sep 14 11:02:11 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","17","test_read_category_by_id","tests.e2e","Sun Sep 14 11:02:11 GMT 2025","passed","Sun Sep 14 11:02:11 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test partial update of question.","4","Test partial update of a question","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting question by text is case insensitive.","4","Test getting a question by text is case-insensitive","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting a question by ID.","4","Test getting an existing question by ID","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionService","test_question_service","",""
"Test updating a non-existent category returns None.","2","Test updating a non-existent category","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a category.","4","Test updating an existing category","tests.unit","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestCategoryService","test_category_service","",""
"A test for the successful deletion of a category.","46","test_delete_category","tests.e2e","Sun Sep 14 11:02:11 GMT 2025","passed","Sun Sep 14 11:02:11 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test updating question's category.","15","Test updating a question's category","tests.integration","Sun Sep 14 11:02:12 GMT 2025","passed","Sun Sep 14 11:02:12 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
