"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test getting categories with pagination.","9","Test getting categories with pagination","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test updating a non-existent question returns None.","1","Test updating a non-existent question","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test getting a category by name is case insensitive.","2","Test getting a category by name is case-insensitive","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"The test for getting a non-existent category should return a 404.","8","Test getting a non-existent category","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting questions by category.","8","Test filtering questions by category","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test getting a category by ID.","3","Test getting an existing category by ID","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test for the successful creation of a question.","22","test_create_question","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"Test updating a question.","8","Test successful question update","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test for getting 404 errors when requesting a non-existent category.","11","test_read_nonexistent_category","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesAPI","test_categories_api","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","16","test_read_category_by_id","tests.e2e","Thu Dec 11 12:14:12 UTC 2025","passed","Thu Dec 11 12:14:12 UTC 2025","TestCategoriesAPI","test_categories_api","",""
"Test retrieving all questions without filters.","17","test_get_all_questions","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"Test partial update of question.","3","Test partial update of a question","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"A test of a successful category update.","9","Test successful category update","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting questions by category.","29","Test filtering questions by category ID","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"A test that verifies the impossibility of creating a duplicate category.","15","Test failure when creating a duplicate category","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"A test for the successful deletion of a category.","49","test_delete_category","tests.e2e","Thu Dec 11 12:14:12 UTC 2025","passed","Thu Dec 11 12:14:12 UTC 2025","TestCategoriesAPI","test_categories_api","",""
"Test updating a category.","3","Test updating an existing category","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test getting a question by ID.","6","Test getting an existing question by ID","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test deleting non-existent question returns 404.","7","Test deleting a non-existent question","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a non-existent category returns None.","1","Test getting a non-existent category by ID","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test getting non-existent question returns 404.","6","Test getting a non-existent question","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating non-existent question returns 404.","8","Test updating a non-existent question","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting non-existent question by text returns None.","1","Test getting a non-existent question by text","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test deleting a question.","12","Test successful question deletion","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"The test of getting a category by ID.","5","Test getting a category by its ID","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test that root endpoint is accessible.","12","test_root_endpoint","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestHealthCheck","test_health","",""
"Test getting all questions.","4","Test getting a list of all questions","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test updating question's category.","14","Test updating a question's category","tests.integration","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a question.","4","Test updating an existing question","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test getting questions from a category with no questions.","18","test_get_questions_empty_category","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"The test of successful category creation.","27","Test successful category creation","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting a category by name.","4","Test getting a category by its name","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"A test for successfully deleting a category.","13","Test successful category deletion","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test successful question creation.","8","Test successful question creation","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test for successful retrieval of a question by ID.","15","test_read_question_by_id","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"The deletion test for a non-existent category should return a 404.","8","Test deleting a non-existent category","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting a non-existent question returns None.","1","Test getting a non-existent question by ID","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test creating a new question.","5","Test creating a new question successfully","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test creating a new category.","3","Test creating a new category successfully","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test updating a non-existent category returns None.","1","Test updating a non-existent category","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"An update test for a non-existent category should return a 404.","8","Test updating a non-existent category","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting a non-existent category by name returns None.","2","Test getting a non-existent category by name","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestCategoryService","test_category_service","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Thu Dec 11 12:14:14 UTC 2025","passed","Thu Dec 11 12:14:14 UTC 2025","TestQuestionService","test_question_service","",""
"Test that health endpoint returns correct status.","13","test_health_endpoint","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestHealthCheck","test_health","",""
"Test successful deletion of a question.","62","test_delete_question","tests.e2e","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"Test that creating duplicate question fails.","15","Test failure when creating a duplicate question","tests.integration","Thu Dec 11 12:14:13 UTC 2025","passed","Thu Dec 11 12:14:13 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
