"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test getting a non-existent question returns None.","1","Test getting a non-existent question by ID","tests.unit","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestQuestionService","test_question_service","",""
"A test for the successful deletion of a category.","39","test_delete_category","tests.e2e","Fri Sep 12 16:23:04 GMT 2025","passed","Fri Sep 12 16:23:04 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"A test that verifies the impossibility of creating a duplicate category.","14","Test failure when creating a duplicate category","tests.integration","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test that root endpoint is accessible.","11","test_root_endpoint","tests.e2e","Fri Sep 12 16:23:04 GMT 2025","passed","Fri Sep 12 16:23:04 GMT 2025","TestHealthCheck","test_health","",""
"The deletion test for a non-existent category should return a 404.","6","Test deleting a non-existent category","tests.integration","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting a category by ID.","3","Test getting an existing category by ID","tests.unit","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestCategoryService","test_category_service","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","14","test_read_category_by_id","tests.e2e","Fri Sep 12 16:23:04 GMT 2025","passed","Fri Sep 12 16:23:04 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"The test of successful category creation.","24","Test successful category creation","tests.integration","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a non-existent question returns None.","1","Test deleting a non-existent question","tests.unit","Fri Sep 12 16:23:06 GMT 2025","passed","Fri Sep 12 16:23:06 GMT 2025","TestQuestionService","test_question_service","",""
"Test updating non-existent question returns 404.","7","Test updating a non-existent question","tests.integration","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a non-existent category returns None.","1","Test getting a non-existent category by ID","tests.unit","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestCategoryService","test_category_service","",""
"Test partial update of question.","4","Test partial update of a question","tests.unit","Fri Sep 12 16:23:05 GMT 2025","passed","Fri Sep 12 16:23:05 GMT 2025","TestQuestionService","test_question_service","",""
