"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test getting a category by name is case insensitive.","3","Test getting a category by name is case-insensitive","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestCategoryService","test_category_service","",""
"Test creating a new question.","4","Test creating a new question successfully","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting all questions.","5","Test getting a list of all questions","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestQuestionService","test_question_service","",""
"A test for the successful deletion of a category.","358","test_delete_category","tests.e2e","Sat Sep 27 07:18:22 GMT 2025","passed","Sat Sep 27 07:18:22 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test getting question by ID.","5","Test getting a single question by its ID","tests.integration","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"The deletion test for a non-existent category should return a 404.","8","Test deleting a non-existent category","tests.integration","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting a non-existent category by name returns None.","2","Test getting a non-existent category by name","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting a category by name.","4","Test getting a category by its name","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestCategoryService","test_category_service","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestQuestionService","test_question_service","",""
"Test updating a question.","9","Test successful question update","tests.integration","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting questions from a category with no questions.","16","test_get_questions_empty_category","tests.e2e","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestQuestionsAPI","test_questions_api","",""
"Test getting questions by category.","8","Test filtering questions by category","tests.unit","Sat Sep 27 07:18:24 GMT 2025","passed","Sat Sep 27 07:18:24 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting questions by category.","33","Test filtering questions by category ID","tests.integration","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"A test for successfully deleting a category.","12","Test successful category deletion","tests.integration","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test for the successful creation of a question.","45","test_create_question","tests.e2e","Sat Sep 27 07:18:23 GMT 2025","passed","Sat Sep 27 07:18:23 GMT 2025","TestQuestionsAPI","test_questions_api","",""
