"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A cascade deletion test for questions when deleting a category.","21","Test cascade deletion of questions when a category is deleted","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Thu Dec 11 12:21:10 UTC 2025","passed","Thu Dec 11 12:21:10 UTC 2025","TestQuestionService","test_question_service","",""
"Test getting question by ID.","5","Test getting a single question by its ID","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:10 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"A test of a successful category update.","8","Test successful category update","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"The deletion test for a non-existent category should return a 404.","7","Test deleting a non-existent category","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a non-existent question returns None.","2","Test deleting a non-existent question","tests.unit","Thu Dec 11 12:21:10 UTC 2025","passed","Thu Dec 11 12:21:10 UTC 2025","TestQuestionService","test_question_service","",""
"Test getting a category by name.","3","Test getting a category by its name","tests.unit","Thu Dec 11 12:21:10 UTC 2025","passed","Thu Dec 11 12:21:10 UTC 2025","TestCategoryService","test_category_service","",""
"The test of successful category creation.","24","Test successful category creation","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","15","test_read_category_by_id","tests.e2e","Thu Dec 11 12:21:08 UTC 2025","passed","Thu Dec 11 12:21:08 UTC 2025","TestCategoriesAPI","test_categories_api","",""
"Test successful question creation.","7","Test successful question creation","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting all questions.","21","Test getting a list of all questions","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test that health endpoint returns correct status.","11","test_health_endpoint","tests.e2e","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestHealthCheck","test_health","",""
"The test of getting a category by ID.","5","Test getting a category by its ID","tests.integration","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test for the successful creation of a question.","23","test_create_question","tests.e2e","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestQuestionsAPI","test_questions_api","",""
"Test retrieving all questions without filters.","15","test_get_all_questions","tests.e2e","Thu Dec 11 12:21:09 UTC 2025","passed","Thu Dec 11 12:21:09 UTC 2025","TestQuestionsAPI","test_questions_api","",""
