"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that root endpoint is accessible.","13","test_root_endpoint","tests.e2e","Fri Sep 12 01:08:41 GMT 2025","passed","Fri Sep 12 01:08:41 GMT 2025","TestHealthCheck","test_health","",""
"Test getting question by ID.","5","Test getting a single question by its ID","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting all questions.","26","Test getting a list of all questions","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a question.","11","Test successful question update","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a question.","4","Test updating an existing question","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionService","test_question_service","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionService","test_question_service","",""
"Test creating a new question.","5","Test creating a new question successfully","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting non-existent question returns 404.","7","Test getting a non-existent question","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting questions by category.","34","Test filtering questions by category ID","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a non-existent category by name returns None.","2","Test getting a non-existent category by name","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestCategoryService","test_category_service","",""
"A test for successfully deleting a category.","13","Test successful category deletion","tests.integration","Fri Sep 12 01:08:41 GMT 2025","passed","Fri Sep 12 01:08:41 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting non-existent question by text returns None.","1","Test getting a non-existent question by text","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionService","test_question_service","",""
"A test for the successful deletion of a category.","47","test_delete_category","tests.e2e","Fri Sep 12 01:08:41 GMT 2025","passed","Fri Sep 12 01:08:41 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test deleting non-existent question returns 404.","7","Test deleting a non-existent question","tests.integration","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a non-existent category returns None.","2","Test updating a non-existent category","tests.unit","Fri Sep 12 01:08:42 GMT 2025","passed","Fri Sep 12 01:08:42 GMT 2025","TestCategoryService","test_category_service","",""
"The test of getting a category by ID.","6","Test getting a category by its ID","tests.integration","Fri Sep 12 01:08:41 GMT 2025","passed","Fri Sep 12 01:08:41 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
